Gene_Hugo_Symbol,Entrez_Gene_Id
EXOG,9941
ENO2,2026
BCAS4,55653
HIST1H2BK,85236
SRPK2,6733
LRRC8B,23507
UBB,7314
MAGEA6,4105
HSP90AA1,3320
ZNF350,59348
EIF1B,10289
C1orf177,163747
MYL12A,10627
GTSF1,121355
CMKLR1,1240
RTN2,6253
XYLT2,64132
ESRP1,54845
IRX4,50805
CCDC85A,114800
ABLIM3,22885
CXorf65,158830
TMEM81,388730
TRIM9,114088
PSMD14,10213
FADD,8772
RP11-1084J3.4,0
PHKB,5257
IL2RG,3561
ZNF138,7697
N4BP2L1,90634
COX20,116228
NUDT9,53343
ERBB2IP,55914
LRP4,4038
RPL14,9045
SCNN1B,6338
TAF4B,6875
POU1F1,5449
CEACAM6,4680
SYBU,55638
EFCAB1,79645
NAE1,8883
GPR89B,51463
POLR2C,5432
CAB39,51719
PLXND1,23129
MKNK1,8569
DPM1,8813
LYRM9,201229
KIF27,55582
CSMD2,114784
ANGPT4,51378
BRD9,65980
SAR1A,56681
MOGAT1,116255
GDNF,2668
PROKR1,10887
KCNG3,170850
CGB2,114335
MTMR10,54893
MYH11,4629
CORO7-PAM16,100529144
DUS3L,56931
DNAH9,1770
ZBTB5,9925
FAM102A,399665
HOOK2,29911
PGM2,55276
NAPRT1,93100
CCNDBP1,23582
ABHD3,171586
ENTHD2,146705
ADSL,158
MCHR1,2847
GSTP1,2950
MFSD3,113655
BTK,695
MRPL40,64976
LRP12,29967
FAM104A,84923
HAT1,8520
LIG3,3980
TMEM184A,202915
MTX2,10651
ERCC6L,54821
CLK2,1196
GUCY1A2,2977
YEATS2,55689
ARRDC3,57561
TMEM37,140738
LPPR3,0
HIST1H4I,8294
SURF2,6835
TGS1,96764
GLTP,51228
ESYT3,83850
NTM,50863
NUDT15,55270
HIST1H2BE,8339
DCLRE1A,9937
ARFGAP1,55738
FBXO36,130888
UBA5,79876
IL10,3586
TSPAN15,23555
SBNO1,55206
DRP2,1821
RNF128,79589
PNPO,55163
RBBP7,5931
TOMM40,10452
GLRX5,51218
EBAG9,9166
CCDC149,91050
RP11-1212A22.4,0
VGLL4,9686
FOXO6,100132074
JAM3,83700
GTF2E1,2960
YIPF2,78992
KIAA0754,643314
C17orf70,80233
TERT,7015
IL5RA,3568
LILRA4,23547
ALKBH2,121642
AUP1,550
IHH,3549
ARFGEF1,10565
STARD9,57519
HSF2BP,11077
NTNG2,84628
FAM171A2,284069
SLC16A8,23539
C7orf41,0
TRDMT1,1787
N4BP3,23138
CAP2,10486
RPP40,10799
PPIA,5478
ADAMTSL4,54507
KLRB1,3820
EXO5,64789
ZBTB44,29068
PKD1,5310
DSCC1,79075
TBC1D26,353149
MRPS15,64960
SECISBP2L,9728
ABHD11,83451
GGCT,79017
FCGR3A,2214
FAM47E,100129583
GALNT10,55568
ALDH4A1,8659
HRC,3270
RAB4A,5867
PDF,64146
SMC4,10051
C1orf116,79098
IL1F10,84639
SOWAHC,65124
RP11-817J15.3,0
FAR2,55711
ABCA9,10350
TCEAL8,90843
PLSCR4,57088
LIPC,3990
RP11-20I23.1,0
DNAH10,196385
ALG6,29929
NECAB2,54550
APOBR,55911
CEP85L,387119
HOXD13,3239
CCDC163P,0
S100A10,6281
PSMA1,5682
CISH,1154
ANGPTL1,9068
TXNL4B,54957
PRSS8,5652
SLC10A5,347051
TICRR,90381
STRIP2,57464
VEGFB,7423
ENTPD3,956
BTBD19,149478
NCAPG2,54892
MEGF10,84466
SLC29A4,222962
ERCC3,2071
EXOSC5,56915
SCG5,6447
PA2G4,5036
TRMT61B,55006
MAN1A1,4121
HOXC4,3221
DMPK,1760
NDUFV3,4731
NBL1,4681
ZNF808,388558
CASS4,57091
ORC1,4998
RP11-12J10.3,0
CALR,811
PLA2R1,22925
NAA40,79829
PPP1R42,286187
COX8A,1351
ADAM21,8747
EHBP1,23301
C14orf132,56967
CLEC16A,23274
TDRD3,81550
HSD11B1,3290
TMEM106A,113277
RGS2,5997
SYPL1,6856
SYNJ1,8867
DES,1674
DBF4B,80174
FTL,2512
HIST1H1B,3009
PPAT,5471
TIMM21,29090
ZNF385B,151126
FOXK1,221937
SPERT,220082
COA6,388753
KLF16,83855
TJP3,27134
FAM20A,54757
GAD1,2571
SBSN,374897
ATAD2B,54454
NEK6,10783
CCDC53,51019
C1QTNF7,114905
BNIP3,664
NSFL1C,55968
COL5A3,50509
GPX8,493869
CKAP2,26586
AL358813.2,0
C5orf28,64417
NRCAM,4897
RAPGEF4,11069
GALNT15,117248
B3GALT2,8707
KIAA1586,57691
ABAT,18
CDSN,1041
NEK8,284086
EPB41L4A,64097
MED19,219541
DDR2,4921
ARMCX4,100131755
AP001055.1,0
GCLC,2729
CCNE1,898
APBB1,322
ROCK1,6093
TIMM44,10469
FANCG,2189
MOGS,7841
ATP6AP1L,92270
XRCC6,2547
HMGN1,3150
CCR2,729230
PODXL,5420
PPID,5481
PM20D1,148811
SERBP1,26135
CDK1,983
KRT17,3872
PGM3,5238
ALG3,10195
NR5A2,2494
SDHC,6391
CCNT1,904
CCL16,6360
CCDC59,29080
DHX33,56919
RAB20,55647
XPO7,23039
NOS3,4846
WFDC5,149708
PGC,5225
GALNT6,11226
MAG,4099
CSNK1E,1454
DNAJB13,374407
SYNCRIP,10492
MIXL1,83881
ACAP2,23527
KIAA0825,285600
TMEM39B,55116
MED17,9440
GRN,2896
MTF2,22823
YPEL3,83719
P2RY6,5031
C16orf59,80178
BRI3,25798
LPHN2,23266
AGRN,375790
AMY1A,276
TMTC4,84899
PEX10,5192
STAT5B,6777
RFXANK,8625
C15orf41,84529
YKT6,10652
RP11-597K23.2,0
PABPC1L,80336
MPPED2,744
GUCA2A,2980
EPN3,55040
ZER1,10444
FAT1,2195
GEMIN6,79833
RTTN,25914
SEC61A2,55176
PDHX,8050
FAM127B,26071
CPM,1368
KIAA1045,23349
TMEM237,65062
MERTK,10461
RASSF2,9770
SLC14A2,8170
PHF8,23133
SLC25A26,115286
TMPRSS11E,28983
ERBB3,2065
ELF5,2001
S100A16,140576
PLA2G15,23659
RBM7,10179
C9orf156,51531
CLDN1,9076
FASTK,10922
C17orf72,92340
COL11A1,1301
C12orf73,728568
PRKCI,5584
P2RY8,286530
RGL1,23179
LINC00935,0
CCR9,10803
ADCYAP1R1,117
MRPS28,28957
PTS,5805
FAM181A,90050
LAPTM5,7805
SDC1,6382
MT2A,4502
MACROD2,140733
UHMK1,127933
STAC3,246329
ARHGAP18,93663
PCDHA2,56146
RP11-1035H13.3,0
FAM183B,0
TMEM27,57393
SELRC1,0
ARAP3,64411
SLC7A5,8140
C9orf40,55071
AP000322.54,0
GCN1L1,10985
CEBPD,1052
ORAI1,84876
ZNF525,0
ANGPTL5,253935
NUDT1,4521
MLX,6945
ACTG1,60
ASF1B,55723
ARC,23237
S100A4,6275
CORO2A,7464
HOXC12,3228
KEAP1,9817
MICAL1,64780
POC1A,25886
XPNPEP2,7512
LAMB2,3913
XRCC2,7516
PTCHD4,442213
SPRR3,6707
MTHFS,10588
C11orf82,220042
MSX2,4488
TOB2,10766
NOVA2,4858
DNAJC27,51277
RGS19,10287
GALNT14,79623
SCN2A,6326
HSPD1,3329
PRKACB,5567
TMEM189-UBE2V1,7335
SLCO1C1,53919
RNF148,378925
RPRD1B,58490
G6PD,2539
TRA2B,6434
MIER1,57708
PDZD2,23037
CYP2C19,1557
FLVCR2,55640
CALM1,801
CDK15,65061
CIB4,130106
RHCG,51458
HIC1,3090
TCEAL7,56849
AL163636.6,0
LSM12,124801
PCDHGC3,5098
C16orf62,57020
PRPF31,26121
LY6D,8581
SNRPF,6636
SNUPN,10073
DHX40,79665
SYS1,90196
GPR87,53836
CNN1,1264
S100A13,6284
HMCN2,256158
ACBD6,84320
RPS27L,51065
CAT,847
ACTR6,64431
ETV1,2115
MRAP,56246
CHRM1,1128
KIAA0556,23247
SLC4A4,8671
UBXN2A,165324
PAICS,10606
PTK2B,2185
ACTG2,72
C15orf52,388115
JMJD4,65094
MOB1B,92597
COQ3,51805
NUTM2D,0
WDR44,54521
AP3D1,8943
PLEKHG1,57480
C15orf27,123591
NUDT21,11051
KDELC1,79070
SFTPB,6439
RAB5A,5868
DNAJC5B,85479
SORBS3,10174
ZFP36,7538
ZNF606,80095
LAP3,51056
KRI1,65095
CYP4B1,1580
XCL2,6846
RNF217,154214
SIRPB2,284759
MSR1,4481
ABHD14A,25864
ZNF526,116115
HEATR6,63897
NCL,4691
NTRK3,4916
SIGLEC7,27036
ITGA8,8516
SARS2,54938
TSPAN31,6302
SCCPDH,51097
CACNA1B,774
FOXQ1,94234
SIGLEC8,27181
PABPC1,26986
MAPKBP1,23005
RUFY3,22902
PSRC1,84722
CIITA,4261
PTGS1,5742
CD86,942
EPHA6,285220
VSNL1,7447
SH3KBP1,30011
PBK,55872
SH3RF1,57630
CEP19,84984
CD63,967
SNTB1,6641
LSM14A,26065
HAUS6,54801
CHD1L,9557
CCT5,22948
SRPX2,27286
FCRL6,343413
APPL1,26060
CXorf40B,541578
GMIP,51291
MAP3K12,7786
ARMC5,79798
PARD6G,84552
ELP2,55250
B9D2,80776
ERN1,2081
HIST1H4D,8294
TMEM5,10329
CEP97,79598
GNB1L,54584
TAS2R38,5726
GNAI3,2773
C16orf98,0
NLRP10,338322
CST3,1471
FCGR2B,2213
CDT1,81620
QSER1,79832
ENO4,387712
ZNF671,79891
ISYNA1,51477
TMEM110,375346
PRRX2,51450
SETD3,84193
CLSPN,63967
FAM26E,254228
MTIF2,4528
C10orf54,64115
LTBP1,4052
ZNF131,7690
C18orf25,147339
C1orf194,127003
GREB1,9687
MARCH8,220972
COPS2,9318
MTA2,9219
HEXA,3073
PCSK7,9159
ZNF770,54989
LRRC58,116064
HGF,3082
ANPEP,290
KCNT2,343450
C9orf3,84909
RAB11FIP2,22841
B3GALT4,8705
IL1R1,3554
ARHGEF9,23229
ATP8A1,10396
WRB,7485
FAM101A,144347
MMAA,166785
ARHGEF2,9181
RABEPK,10244
GATM,2628
CRTAP,10491
ZNHIT6,54680
SPINT1,6692
KLK1,3816
DHRS12,79758
ZNF543,125919
ZSWIM8,23053
PTCD1,26024
BIN1,274
FCGRT,2217
ATG4B,23192
NCAPH,23397
RBP3,5949
CTSS,1520
PSMF1,9491
MMRN2,79812
CARD6,84674
ARHGAP30,257106
CAPS2,84698
RDH13,112724
COG2,22796
GRIP1,23426
FGF7,2252
CD3E,916
ACSF2,80221
GLIS3,169792
STRA13,201254
PACRG,135138
LRRC71,149499
NXT1,29107
WNT4,54361
RP11-1055B8.7,0
DARS2,55157
JAG1,182
MICALL1,85377
TTN,7273
SP110,3431
PCGF1,84759
NFS1,9054
FOXN3,1112
ST6GALNAC3,256435
USP30,84749
DTWD2,285605
MYOC,4653
CMAS,55907
SLC25A25,114789
KIF24,347240
C1orf198,84886
FOLH1,2346
CPT1A,1374
ZPLD1,131368
ZSWIM5,57643
WDR12,55759
COLCA2,120376
CEP76,79959
DEPDC1B,55789
ZNF792,126375
XPOT,11260
IQUB,154865
ZNF20,7568
FAM83E,54854
SLC7A8,23428
RNF138,51444
ARPC1B,10095
TSSK6,83983
IFNA21,3452
WDR88,126248
P4HTM,54681
MDFI,4188
CHIC1,53344
SIX4,51804
SEPW1,6415
C21orf49,0
ADAMTS12,81792
QSOX1,5768
NDUFB4,4710
VAV1,7409
PTPRZ1,5803
LRCH1,23143
GDF2,2658
KRT82,3888
PIGZ,80235
COCH,1690
UNC45B,146862
ARL9,132946
RIC3,79608
APCDD1L,164284
PARVG,64098
NUP188,23511
TPR,7175
PCDH7,5099
MTG1,92170
SYCP3,50511
TMEM88,92162
KIAA2013,90231
TRUB1,142940
SYTL4,94121
TRNT1,51095
IL15,3600
MRPL12,6182
JAG2,3714
CEP72,55722
KLHL7,55975
SLC46A3,283537
FAM198B,51313
ETFA,2108
SAMD3,154075
TPRXL,0
C9orf131,138724
SLC16A5,9121
PLXNA3,55558
ANGPTL6,83854
INTS4,92105
APOA1,335
IFITM2,10581
DCAF13,25879
RP4-576H24.4,0
SH3BGRL2,83699
MYLK,4638
FGL2,10875
PTMA,5757
TRPT1,83707
ADCK2,90956
TRMT112,51504
C5orf42,65250
ADPRM,56985
WDR81,124997
SPOCK2,9806
UBA6,55236
KLHL3,26249
CCDC160,347475
IPO4,79711
ARIH2OS,646450
SRSF9,8683
SECTM1,6398
NIPA1,123606
CAMKV,79012
AAGAB,79719
PSAP,5660
DDX23,9416
HRH4,59340
MED20,9477
PALB2,79728
ZNF493,284443
HES4,57801
SLC22A15,55356
GLIPR1,11010
RNF149,284996
SH3RF3,344558
SOHLH1,402381
NETO2,81831
MLPH,79083
YARS2,51067
TIA1,7072
SLC31A1,1317
ZMYM6NB,100506144
MPP1,4354
RHOA,387
CD5,921
ZNF512B,57473
GPN1,11321
DCAKD,79877
NPHP1,4867
CSNK1G1,53944
SVIP,258010
CHODL,140578
HTR3C,170572
FAM72D,728833
FAM114A2,10827
IL22RA2,116379
TWIST1,7291
IDH2,3418
GAPT,202309
PLA1A,51365
METTL14,57721
PEBP1,5037
CPEB2,132864
RPH3AL,9501
OTUB1,55611
GLYATL2,219970
MT-ND6,4541
STK24,8428
MLLT1,4298
NUDT22,84304
AC005609.1,0
EIF3D,8664
C5orf15,56951
FAM132A,388581
PTGES2,80142
CENPH,64946
PGLYRP3,114771
DSG4,147409
PIK3IP1,113791
CCDC124,115098
LARS,51520
LAMC2,3918
SCRG1,11341
ITGB8,3696
RFT1,91869
TWF1,5756
GREM2,64388
CBLN4,140689
HIST1H3J,8350
OR13A1,79290
SATB2,23314
ZNF384,171017
VARS2,57176
TXLNB,167838
DNAAF3,352909
KIR3DX1,0
HOXA5,3202
DDO,8528
DIO2,1734
TBPL1,9519
BTN3A3,10384
FCHSD2,9873
FAM122B,159090
PHYH,5264
RASL11A,387496
SDCCAG3,10807
TMC2,117532
UBALD2,283991
PRDM16,63976
PLEKHO1,51177
TECPR2,9895
CCDC120,90060
SERPINE3,647174
PRR7,80758
PADI1,29943
TWIST2,117581
HIST1H2AI,8329
EIF2AK2,5610
TEX13B,56156
PEAK1,79834
CSTB,1476
RNF10,9921
NEIL3,55247
C9orf135,138255
HECTD2,143279
CYP2A7,1548
WFDC10A,140832
AK9,221264
CNGA1,1259
CSGALNACT1,55790
UBR1,197131
ATP5G1,516
SFRP5,6425
TESPA1,9840
DGKG,1608
AC074212.3,0
LYPD6,130574
H2AFZ,3015
SERPINI1,5274
AP000769.1,0
FAM8A1,51439
ATP5D,513
OSTM1,28962
WDR18,57418
ARHGEF15,22899
BCO2,83875
PIDD,55367
HDAC1,3065
TPCN1,53373
TUBA4A,7277
CD163,9332
TDRD5,163589
DSP,1832
TRIM32,22954
METTL1,4234
WDR4,10785
NHLRC3,387921
SNRNP48,154007
TBX21,30009
EFEMP2,30008
ACTR3,10096
TCEANC,170082
KCTD2,23510
MAB21L3,126868
B4GALT6,9331
GLYATL1,92292
GPR37,2861
TMEM87B,84910
PES1,23481
B4GALT7,11285
MZT1,440145
RPAP1,26015
FUNDC2,65991
BHLHE41,79365
NPM3,10360
KLHL17,339451
TMEM100,55273
FASLG,356
SLX4IP,128710
TEK,7010
SPG11,80208
FGD5,152273
C6orf136,221545
HLA-DOA,3111
PLEKHG3,26030
DAZAP1,26528
ARID5A,10865
AP003068.23,0
SLC35F3,148641
KLHL2,11275
CNR1,1268
ING3,54556
SOX21,11166
THOC1,9984
PCDH12,51294
SRGAP2,23380
ASAH1,427
ADAMTS18,170692
NCAPD2,9918
GLS,2744
SPRY2,10253
MEX3C,51320
TMEM232,642987
HAS3,3038
PIPOX,51268
CLEC4A,50856
SSX1,6756
AQP3,360
FAM161B,145483
ICAM5,7087
MAP3K13,9175
GRB2,2885
CDC20,991
MIEN1,84299
SLC23A3,151295
FXN,2395
ARL1,400
COPS6,10980
TIGD5,84948
TIMM17A,10440
GOLGA8S,653061
NRTN,4902
FADS3,3995
IL1RAP,3556
DOCK8,81704
GLTPD2,388323
BTF3L4,91408
AGER,177
NGEF,25791
PAFAH1B1,5048
KIF1C,10749
CCDC69,26112
GJB4,127534
CNTNAP2,26047
TMCO1,54499
ANXA5,308
MAPRE1,22919
ZNF189,7743
KCNJ8,3764
STMN3,50861
EDNRB,1910
AC114546.1,0
MYOZ1,58529
ZNF524,147807
FXYD1,5348
ZC3H11A,9877
ZNF835,90485
ADIRF,10974
FPR2,2358
PCDHB14,56122
SLFN5,162394
CHERP,10523
CPN1,1369
NES,10763
AKNA,80709
EFNA2,1943
SLC6A14,11254
GPM6B,2824
TEX30,93081
PARL,55486
ZMYM2,7750
NUFIP1,26747
ADAM33,80332
CXCL17,284340
PSPH,5723
SKP1,6500
CAB39L,81617
OAZ2,4947
RP11-474G23.1,0
HDAC7,51564
HIST1H2AJ,8331
TSR1,55720
SPRYD3,84926
PEBP4,157310
ONECUT3,390874
SLC28A2,9153
GIT1,28964
MVP,9961
TTC27,55622
CLPSL1,340204
RBM23,55147
TPSD1,23430
SHOX2,6474
GCDH,2639
GTF3C3,9330
DNMT1,1786
DDX11,1663
LRIF1,55791
UBE4A,9354
HHLA1,10086
OR9A4,130075
SYDE2,84144
TMEM140,55281
TSTA3,7264
GRIA1,2890
SNRPC,6631
MELK,9833
ARMC10,83787
EXOC6B,23233
DBX1,120237
TMOD1,7111
FGR,2268
ULBP2,80328
RNF130,55819
FAM13C,220965
MINOS1-NBL1,4681
PVRL1,5818
RPL39L,116832
SIGLEC14,100049587
MARVELD3,91862
MAP6D1,79929
PDIA4,9601
PCDHGA11,5098
WTIP,126374
EDIL3,10085
RASL11B,65997
CCDC82,79780
IL17RE,132014
WBSCR16,81554
NR2E1,7101
GABRQ,0
C8orf82,414919
ZNF439,90594
KREMEN1,83999
GLE1,2733
hsa-mir-1199,0
C2CD4B,388125
ARL15,54622
FSTL4,23105
PTRH2,51651
KANSL2,54934
EIF2B2,8892
SMEK2,57223
IFIT1,3434
ARHGEF19,128272
BMP8B,656
RNF24,11237
SENP3,26168
KRBA1,84626
SCN2B,6327
SNAPC1,6617
ACOT2,10965
DUSP6,1848
RP11-187E13.1,0
DYNC1LI1,51143
THSD4,79875
TMPRSS2,7113
ZNF251,90987
SLN,6588
KRT78,196374
PTGIS,5740
PID1,55022
TACC3,10460
ARHGAP8,23779
FAM101B,359845
ZFYVE21,79038
CDKL3,51265
NPC2,10577
TTC39A,22996
GNRHR,2798
VPS18,57617
ZNRF2,223082
RFTN2,130132
TXK,7294
NR2C1,7181
RNASE3,6037
ACAD8,27034
CAV1,857
DOK4,55715
FAM187A,388389
SLC26A10,65012
NUDT13,25961
ZNF207,7756
SYNGR4,23546
FICD,11153
MTERFD1,51001
ETV2,2116
FAM129B,64855
PDCD5,9141
DNTTIP1,116092
EGLN2,112398
SUN1,23353
PPP1R3A,5506
SIRT1,23411
SLC12A2,6558
TROAP,10024
NUP37,79023
IL12A,3592
CTSW,1521
PALD1,27143
SLC27A1,376497
MS4A2,2206
AP1S1,1174
TXNDC11,51061
RCHY1,25898
EIF3B,8662
ZNF136,7695
CALU,813
NBPF10,25832
EDC3,80153
COX10,1352
FZD7,8324
CD52,1043
LTBP3,4054
TBX2,6909
SLC35B1,10237
DTL,51514
AP1S2,8905
SIGLEC9,27180
MYL6,4637
FAM73A,374986
KCNS3,3790
DHX35,60625
PHF17,0
POLR1C,9533
CMTM8,152189
FOXS1,2307
GSS,2937
SMARCA4,6597
HSCB,150274
CYP7A1,1581
HSD17B10,3028
CHST2,9435
ITGA2,3673
RGS13,6003
ESR1,2099
MYOZ2,51778
SHANK3,85358
CLEC2B,9976
SNRPB2,6629
C1QTNF5,83552
HDC,3067
CCDC30,728621
EIF5,1983
TBC1D14,57533
LRRC49,54839
ZFPM2,23414
BPHL,670
LY6G5C,80741
SNAPC2,6618
TMEM86A,144110
TRIM63,84676
CD300C,10871
FNTB,2342
SH2D1A,4068
RHOV,171177
AC012313.1,0
C5orf30,90355
MLC1,23209
WDR49,151790
ECT2L,345930
USP21,27005
CANT1,124583
AGAP3,116988
CD3D,915
ACADVL,37
AC016586.1,0
FAM69C,125704
SHFM1,7979
RUNX2,860
MRPL17,63875
ALDH1A2,8854
METRNL,284207
ID3,3399
COQ10B,80219
HCCS,3052
OTUD6B,51633
ITLN2,142683
FIBIN,387758
ZNF148,7707
POLR2F,5435
KLK12,43849
RECQL4,9401
PRR5,55615
TLX3,30012
ERBB4,2066
MEMO1,51072
AAMP,14
TAGAP,117289
PRPSAP1,5635
TMEM65,157378
IVL,3713
TUBB3,10381
JMJD1C,221037
VPS37B,79720
PRDX2,7001
TP53INP2,58476
SLC16A9,220963
RSAD2,91543
SYT5,6861
AC106876.2,0
TTC12,54970
FXR2,9513
CDK14,5218
TICAM2,353376
ZNF441,126068
LTV1,84946
RANBP10,57610
CACNB1,782
HSPA4,3308
HOXD9,3235
NR1H3,10062
XDH,7498
MBIP,51562
MPRIP,23164
TMEM42,131616
SPRR1A,6698
LRRC56,115399
WBSCR22,114049
TADA2B,93624
BRK1,55845
STXBP1,6812
ERG,2078
ERP27,121506
TMEM171,134285
FREM3,166752
C1QA,712
PPIH,10465
SLC39A6,25800
FAM47E-STBD1,8987
CHRNA10,57053
DPEP2,64174
CACNA2D1,781
ASNSD1,54529
DNAI2,64446
CCDC86,79080
FAM175B,23172
CDC6,990
SH2D2A,9047
HPRT1,3251
TRIM50,135892
PRKG1,5592
NIP7,51388
HRH1,3269
RP11-162A12.2,0
NEK2,4751
SUSD2,56241
SEC14L4,284904
RGMB,285704
REM1,28954
RP11-169F17.1,0
TMX1,81542
APOO,79135
RANBP3L,202151
TTBK2,146057
CCNY,219771
FUT7,2529
HLA-B,3106
CLIC6,54102
MRPL38,64978
RP11-723O4.6,0
PDCD2,5134
WFDC6,140870
OXLD1,339229
CD69,969
PDZD11,51248
CD59,966
NCSTN,23385
IFIT2,3433
MRVI1,10335
ZNF229,7772
NEDD9,4739
PPM1L,151742
INMT-FAM188B,11185
HOXA4,3201
CELF1,10658
CMTM7,112616
NAB1,4664
ROM1,6094
GHRH,2691
ACSS3,79611
RBM14,10432
DTX4,23220
ARIH2,10425
ZNF208,7757
MXD4,10608
C15orf43,145645
AC131971.1,0
B3GNT5,84002
VAX2,25806
ZNF429,353088
WBSCR17,64409
PAK6,56924
MEIS1,4211
HIGD1B,51751
HSF5,124535
LAMC3,10319
PDHA1,5160
AL162407.1,0
USP10,9100
AC132192.1,0
ZNF474,133923
MFN1,55669
TCF25,22980
AP002884.2,0
GPS2,2874
CTD-2616J11.4,0
KRT80,144501
TMEM161B,153396
SFPQ,6421
HERC2,8924
TREH,11181
TMEM41B,440026
SEC14L1,6397
FAM170B,170370
AKT1,207
H2BFM,286436
VCX3A,51481
GIMAP8,155038
GAPDH,2597
CLN3,1201
PSME3,10197
TCOF1,6949
IRF2,3660
UBA1,7317
GAS8,2622
SLC35C2,51006
NT5C3B,115024
ZNF532,55205
SLC10A2,6555
NOP14,8602
PCDHGB4,8641
R3HDM1,23518
MKS1,54903
KCTD19,146212
ALOX15B,247
ZFAND2B,130617
TNFSF13B,10673
SPATA2L,124044
NACA,4666
CDC42,998
IGFBP2,3485
PRDX4,10549
SH3GL2,6456
SYT16,83851
PIAS1,8554
ZFR,51663
ZNF286B,729288
TRIM52,84851
DENND2A,27147
ALDH3A2,224
DCAF15,90379
NETO1,81832
ANAPC16,119504
TBRG4,9238
CARD18,59082
FLG,2312
SLC35F5,80255
GOLT1A,127845
MS4A18,0
TESK2,10420
GCNT4,51301
RAB10,10890
APH1B,83464
CCAR1,55749
RNF182,221687
GABRG3,2567
MTUS1,57509
ISCA2,122961
CNNM3,26505
NDUFA8,4702
FAM65B,9750
MAPK3,5595
PVR,5817
NR3C2,4306
STK40,83931
CBFB,865
PPP1R14B,26472
HIST1H3A,8350
DCP1A,55802
MLF1,4291
PIK3CA,5290
TOM1,10043
RWDD4,201965
FABP5,2171
ZNF670,93474
PPP1R32,220004
PRSS48,345062
NDUFA6,4700
INPP5K,51763
MYO5C,55930
RGAG4,340526
LMO3,55885
CMPK1,51727
MAP2K6,5608
ELF1,1997
F2RL2,2151
HIST1H4H,8294
IAH1,285148
CDK5RAP2,55755
RPP30,10556
TMPRSS11A,339967
LIMK1,3984
DDX49,54555
KCTD13,253980
PSMB8,5696
CCDC121,79635
ATRAID,51374
FPGS,2356
INTS7,25896
RFWD2,64326
LMAN1,3998
KLC4,89953
RRAGB,10325
TRIM35,23087
CHMP6,79643
MTFP1,51537
ITM2A,9452
DNAI1,27019
CTB-186H2.3,0
NAIP,4671
ULK4,54986
SRPK1,6732
BCL9,607
SOX4,6659
DSC2,1824
HES1,3280
USPL1,10208
FAM131A,131408
FLT1,2321
ACAA2,10449
IL17D,53342
VANGL1,81839
PRF1,5551
ACSBG1,23205
BTBD18,643376
HHIP,64399
NIPBL,25836
UNC93A,54346
C3orf18,51161
ASAH2,56624
DDX55,57696
RASD1,51655
MRPL36,64979
RPIA,22934
BEND2,139105
PCDHGA6,56109
TMX2-CTNND1,0
LCOR,84458
NOP58,51602
ACVR1B,91
RCCD1,91433
IER2,9592
MTFMT,123263
SERPINF2,5345
SLC47A1,55244
LY6G6F,259215
ZNF282,8427
RP11-17M16.1,0
OR52K2,119774
ZBTB47,92999
RBPMS,11030
NSUN2,54888
ZBTB1,22890
FAM86C1,55199
RP11-57H12.6,0
FAP,2191
PLEKHB1,58473
SEC23A,10484
F10,2159
PPM1K,152926
COPS7A,50813
RTBDN,83546
C14orf180,400258
PPAP2A,8611
SPC24,147841
CCDC141,285025
OXCT1,5019
ZACN,353174
UBE2L3,7332
ABI3BP,25890
MC1R,4157
OAZ3,51686
LSP1,4046
HLA-DRB5,3127
PIAS4,51588
TOMM5,401505
TNFRSF10B,8795
CEACAM3,1084
KRT13,3860
ALS2CL,259173
KIF2C,11004
C2orf27A,29798
METTL9,51108
NFIX,4784
CHRNB2,1141
HIST2H2BE,8349
UPF3B,65109
IDH3A,3419
TRIM3,10612
C11orf54,28970
SNRPE,6635
TJP1,7082
ASPHD1,253982
ENPP4,22875
SERINC4,619189
HLTF,6596
LRAT,9227
PPP2R5A,5525
NUP210L,91181
SAMSN1,64092
B4GALT4,8702
C12orf76,400073
C1orf189,388701
TOMM20L,387990
BCL7B,9275
SLC6A11,6538
TMEM43,79188
AGBL3,340351
TRMT2B,79979
ITGA10,8515
RPS6KA2,6196
CLN8,2055
ST8SIA6,338596
COX14,84987
INHA,3623
CPEB4,80315
IQSEC1,9922
ZNF862,643641
CLNS1A,1207
IFI35,3430
XBP1,7494
ZNF621,285268
RPP14,11102
ASB8,140461
MAN2C1,4123
C19orf66,55337
NAALADL1,10004
OLR1,4973
TRMT2A,27037
MRPL3,11222
DOCK4,9732
TMEM180,79847
RP1-241P17.4,0
RUSC1,23623
ANKRD44,91526
VSIG4,11326
PLAC8,51316
TAF11,6882
LRP10,26020
DMBT1,1755
ASCL2,430
CMC1,152100
CLRN3,119467
IFT57,55081
TMEM190,147744
LRR1,122769
RASAL3,64926
SRR,63826
ACTB,60
ROBO4,54538
ASPHD2,57168
TECTA,7007
UBE2C,11065
ZNF507,22847
TMPRSS11D,9407
MRPL21,219927
RFC3,5983
FAM192A,80011
CNTN5,53942
RNF213,57674
TEX2,55852
BRIP1,83990
DCAF4,26094
NVL,4931
ADNP,23394
PFKFB1,5207
POM121C,100101267
COL4A6,1288
NDFIP2,54602
RPA3,6119
MTIF3,219402
SLC11A2,4891
FAM122A,116224
RFPL1,5988
GBP4,115361
NDUFAF5,79133
RBM28,55131
MAMSTR,284358
ATF7IP,55729
PANK3,79646
WWC3,55841
PDE4B,5142
SPTSSA,171546
CERKL,375298
CCDC177,0
GRAMD1C,54762
